date,Day_Hour,name
26/12/2020,23, Diego
26/12/2020,23, Nato
26/12/2020,23, Nato
26/12/2020,23, Pelusa
26/12/2020,23, Diego
26/12/2020,23, Nato
26/12/2020,23, Diego
26/12/2020,23, Diego
26/12/2020,23, Nato
26/12/2020,23, Diego
26/12/2020,23, Diego
26/12/2020,23, Pelusa
26/12/2020,23, Diego
26/12/2020,23, Diego
26/12/2020,23, Nato
26/12/2020,23, Nato
26/12/2020,23, Diego
26/12/2020,23, Diego
26/12/2020,23, Diego
26/12/2020,23, Nato
26/12/2020,23, Nato
26/12/2020,23, Pelusa
26/12/2020,23, Pelusa
26/12/2020,23, Diego
26/12/2020,23, Diego
26/12/2020,23, Pelusa
26/12/2020,23, Nato
26/12/2020,23, Nato
26/12/2020,23, Pelusa
26/12/2020,23, Nato
26/12/2020,23, Pelusa
26/12/2020,23, Pelusa
26/12/2020,23, Nato
26/12/2020,23, Nato
27/12/2020,00, Pelusa
27/12/2020,00, Diego
27/12/2020,00, Nato
27/12/2020,00, Diego
27/12/2020,00, Pelusa
27/12/2020,00, Pelusa
27/12/2020,00, Diego
27/12/2020,00, Pelusa
27/12/2020,00, Nato
27/12/2020,00, Nato
27/12/2020,00, Nato
27/12/2020,00, Nato
27/12/2020,00, Nato
27/12/2020,00, Nato
27/12/2020,00, Diego
27/12/2020,00, Pelusa
27/12/2020,00, Pelusa
27/12/2020,00, Diego
27/12/2020,00, Pelusa
27/12/2020,00, Nato
27/12/2020,00, Nato
27/12/2020,00, Pelusa
27/12/2020,00, Pelusa
27/12/2020,00, Diego
27/12/2020,00, Diego
27/12/2020,12, Cota
27/12/2020,13, Diego
27/12/2020,13, Nato
27/12/2020,13, Nato
27/12/2020,13, Nato
27/12/2020,13, Diego
27/12/2020,13, Nato
27/12/2020,13, Diego
27/12/2020,13, Nato
27/12/2020,13, Pelusa
27/12/2020,13, Cota
27/12/2020,15, Cota
27/12/2020,15, Diego
27/12/2020,22, Pelusa
27/12/2020,22, Pelusa
27/12/2020,22, Diego
27/12/2020,22, Diego
28/12/2020,11, Diego
28/12/2020,12, Cota
28/12/2020,12, Cota
28/12/2020,12, Pelusa
28/12/2020,12, Pelusa
28/12/2020,12, Pelusa
28/12/2020,12, Diego
28/12/2020,12, Diego
28/12/2020,12, Diego
28/12/2020,13, Pelusa
28/12/2020,13, Nato
28/12/2020,13, Pelusa
28/12/2020,13, Pelusa
28/12/2020,13, Pelusa
28/12/2020,13, Pelusa
28/12/2020,13, Cota
28/12/2020,14, Nato
28/12/2020,14, Diego
28/12/2020,14, Diego
28/12/2020,14, Diego
28/12/2020,14, Diego
28/12/2020,14, Diego
28/12/2020,14, Pelusa
28/12/2020,14, Pelusa
28/12/2020,14, Pelusa
28/12/2020,14, Cota
28/12/2020,14, Cota
28/12/2020,18, Nato
28/12/2020,18, Nato
28/12/2020,20, Cota
28/12/2020,20, Nato
28/12/2020,20, Cota
28/12/2020,20, Cota
28/12/2020,20, Cota
28/12/2020,20, Nato
28/12/2020,20, Cota
28/12/2020,20, Cota
28/12/2020,20, Cota
28/12/2020,20, Cota
28/12/2020,20, Cota
28/12/2020,20, Nato
28/12/2020,20, Cota
28/12/2020,20, Cota
28/12/2020,20, Nato
28/12/2020,20, Cota
28/12/2020,20, Nato
28/12/2020,20, Cota
28/12/2020,20, Cota
28/12/2020,20, Cota
28/12/2020,20, Diego
28/12/2020,20, Diego
28/12/2020,20, Diego
28/12/2020,20, Diego
29/12/2020,01, Nato
29/12/2020,01, Nato
29/12/2020,12, Diego
29/12/2020,12, Nato
29/12/2020,20, Nato
29/12/2020,20, Cota
29/12/2020,20, Cota
29/12/2020,21, Diego
29/12/2020,21, Nato
29/12/2020,21, Nato
29/12/2020,21, Diego
29/12/2020,21, Diego
29/12/2020,21, Cota
29/12/2020,21, Cota
29/12/2020,21, Cota
29/12/2020,21, Cota
29/12/2020,21, Cota
29/12/2020,21, Diego
30/12/2020,01, Cota
30/12/2020,01, Diego
30/12/2020,04, Pelusa
30/12/2020,04, Pelusa
30/12/2020,09, Diego
30/12/2020,09, Diego
30/12/2020,09, Diego
30/12/2020,09, Diego
30/12/2020,09, Cota
30/12/2020,09, Cota
30/12/2020,09, Cota
30/12/2020,09, Cota
30/12/2020,09, Cota
30/12/2020,09, Diego
30/12/2020,09, Diego
30/12/2020,09, Cota
30/12/2020,12, Pelusa
30/12/2020,12, Pelusa
30/12/2020,12, Diego
30/12/2020,12, Cota
30/12/2020,12, Cota
30/12/2020,12, Cota
30/12/2020,12, Cota
30/12/2020,12, Cota
30/12/2020,12, Cota
30/12/2020,12, Cota
30/12/2020,12, Pelusa
30/12/2020,12, Pelusa
30/12/2020,12, Cota
30/12/2020,12, Cota
30/12/2020,12, Cota
30/12/2020,12, Cota
30/12/2020,12, Pelusa
30/12/2020,12, Cota
30/12/2020,12, Cota
30/12/2020,13, Diego
30/12/2020,13, Diego
30/12/2020,13, Diego
30/12/2020,13, Diego
30/12/2020,13, Pelusa
31/12/2020,14, Cota
31/12/2020,18, Diego
31/12/2020,18, Diego
31/12/2020,18, Pelusa
31/12/2020,18, Diego
31/12/2020,18, Pelusa
31/12/2020,18, Diego
31/12/2020,18, Pelusa
31/12/2020,18, Pelusa
31/12/2020,18, Diego
31/12/2020,18, Diego
31/12/2020,18, Pelusa
31/12/2020,18, Diego
31/12/2020,18, Diego
31/12/2020,23, Cota
31/12/2020,23, Cota
31/12/2020,23, Cota
31/12/2020,23, Nato
31/12/2020,23, Nato
31/12/2020,23, Cota
31/12/2020,23, Pelusa
31/12/2020,23, Pelusa
31/12/2020,23, Cota
31/12/2020,23, Cota
1/1/2021,00, Diego
1/1/2021,00, Diego
1/1/2021,00, Diego
1/1/2021,00, Pelusa
1/1/2021,00, Cota
1/1/2021,00, Cota
1/1/2021,00, Cota
1/1/2021,01, Nato
1/1/2021,01, Nato
1/1/2021,01, Nato
1/1/2021,01, Diego
1/1/2021,01, Pelusa
1/1/2021,01, Pelusa
1/1/2021,01, Diego
1/1/2021,01, Diego
1/1/2021,01, Pelusa
1/1/2021,01, Pelusa
1/1/2021,01, Pelusa
1/1/2021,01, Diego
1/1/2021,02, Nato
1/1/2021,02, Pelusa
1/1/2021,02, Diego
2/1/2021,08, Cota
2/1/2021,08, Cota
2/1/2021,08, Diego
2/1/2021,08, Diego
2/1/2021,09, Nato
2/1/2021,10, Pelusa
2/1/2021,10, Diego
7/1/2021,20, Cota
9/1/2021,14, Cota
10/1/2021,00, Diego
10/1/2021,00, Cota
10/1/2021,01, Pelusa
10/1/2021,01, Pelusa
10/1/2021,16, Cota
10/1/2021,17, Cota
10/1/2021,18, Pelusa
11/1/2021,11, Diego
11/1/2021,11, Diego
11/1/2021,13, Cota
12/1/2021,00, Cota
12/1/2021,00, Cota
12/1/2021,18, Cota
12/1/2021,19, Diego
13/1/2021,00, Nato
13/1/2021,08, Diego
13/1/2021,08, Diego
13/1/2021,14, Cota
13/1/2021,15, Diego
13/1/2021,15, Diego
13/1/2021,15, Diego
13/1/2021,16, Pelusa
13/1/2021,17, Cota
13/1/2021,17, Cota
13/1/2021,17, Cota
13/1/2021,17, Cota
13/1/2021,17, Cota
13/1/2021,17, Cota
13/1/2021,17, Cota
13/1/2021,17, Pelusa
13/1/2021,17, Pelusa
13/1/2021,17, Pelusa
15/1/2021,04, Cota
15/1/2021,04, Cota
15/1/2021,04, Cota
15/1/2021,08, Diego
15/1/2021,08, Diego
15/1/2021,08, Diego
15/1/2021,08, Cota
15/1/2021,08, Diego
15/1/2021,08, Diego
15/1/2021,10, Diego
15/1/2021,10, Diego
15/1/2021,10, Pelusa
15/1/2021,10, Pelusa
15/1/2021,10, Pelusa
15/1/2021,10, Nato
15/1/2021,10, Nato
15/1/2021,10, Nato
15/1/2021,10, Pelusa
15/1/2021,10, Nato
15/1/2021,10, Pelusa
15/1/2021,10, Nato
15/1/2021,10, Pelusa
15/1/2021,10, Pelusa
15/1/2021,10, Nato
15/1/2021,10, Pelusa
15/1/2021,10, Pelusa
15/1/2021,10, Pelusa
15/1/2021,10, Pelusa
15/1/2021,10, Nato
15/1/2021,10, Diego
15/1/2021,10, Diego
15/1/2021,10, Diego
15/1/2021,10, Pelusa
15/1/2021,11, Nato
15/1/2021,11, Diego
15/1/2021,14, Cota
15/1/2021,14, Cota
15/1/2021,14, Cota
15/1/2021,14, Diego
15/1/2021,14, Diego
15/1/2021,14, Diego
15/1/2021,14, Diego
15/1/2021,15, Cota
15/1/2021,15, Diego
15/1/2021,15, Cota
15/1/2021,16, Pelusa
15/1/2021,16, Pelusa
15/1/2021,16, Pelusa
15/1/2021,16, Pelusa
15/1/2021,16, Pelusa
15/1/2021,16, Pelusa
15/1/2021,16, Nato
15/1/2021,16, Nato
15/1/2021,16, Nato
15/1/2021,16, Diego
15/1/2021,16, Cota
15/1/2021,16, Cota
15/1/2021,16, Cota
15/1/2021,16, Pelusa
15/1/2021,16, Pelusa
15/1/2021,16, Nato
15/1/2021,16, Nato
15/1/2021,16, Cota
15/1/2021,16, Cota
15/1/2021,16, Cota
15/1/2021,16, Cota
15/1/2021,17, Nato
15/1/2021,17, Nato
15/1/2021,17, Nato
15/1/2021,17, Diego
15/1/2021,18, Cota
17/1/2021,15, Diego
17/1/2021,15, Diego
17/1/2021,15, Pelusa
17/1/2021,15, Pelusa
17/1/2021,17, Cota
17/1/2021,23, Diego
18/1/2021,01, Nato
18/1/2021,01, Nato
18/1/2021,01, Nato
19/1/2021,10, Diego
19/1/2021,10, Diego
19/1/2021,10, Nato
19/1/2021,10, Cota
19/1/2021,13, Pelusa
19/1/2021,13, Nato
19/1/2021,13, Cota
19/1/2021,13, Pelusa
19/1/2021,13, Cota
19/1/2021,13, Pelusa
19/1/2021,14, Cota
20/1/2021,01, Pelusa
20/1/2021,01, Pelusa
20/1/2021,09, Cota
20/1/2021,09, Diego
20/1/2021,09, Diego
20/1/2021,16, Nato
20/1/2021,16, Nato
20/1/2021,16, Cota
20/1/2021,16, Cota
20/1/2021,16, Cota
20/1/2021,16, Nato
20/1/2021,16, Nato
21/1/2021,11, Pelusa
21/1/2021,11, Pelusa
21/1/2021,11, Diego
21/1/2021,11, Diego
21/1/2021,12, Diego
21/1/2021,12, Diego
21/1/2021,12, Cota
21/1/2021,12, Cota
21/1/2021,14, Nato
21/1/2021,14, Nato
21/1/2021,14, Nato
21/1/2021,14, Nato
21/1/2021,14, Pelusa
21/1/2021,14, Pelusa
21/1/2021,15, Cota
21/1/2021,15, Cota
21/1/2021,15, Cota
21/1/2021,15, Diego
21/1/2021,15, Diego
21/1/2021,15, Nato
21/1/2021,15, Diego
21/1/2021,15, Diego
21/1/2021,16, Pelusa
21/1/2021,16, Pelusa
21/1/2021,16, Pelusa
21/1/2021,16, Pelusa
21/1/2021,16, Nato
21/1/2021,17, Nato
21/1/2021,17, Nato
21/1/2021,17, Nato
21/1/2021,17, Pelusa
21/1/2021,17, Pelusa
21/1/2021,17, Cota
21/1/2021,17, Nato
21/1/2021,17, Pelusa
21/1/2021,17, Pelusa
21/1/2021,17, Cota
21/1/2021,18, Diego
21/1/2021,18, Diego
21/1/2021,18, Cota
21/1/2021,18, Pelusa
21/1/2021,21, Cota
21/1/2021,23, Nato
21/1/2021,23, Nato
21/1/2021,23, Nato
21/1/2021,23, Nato
21/1/2021,23, Diego
21/1/2021,23, Cota
21/1/2021,23, Nato
21/1/2021,23, Cota
21/1/2021,23, Cota
21/1/2021,23, Nato
21/1/2021,23, Nato
21/1/2021,23, Nato
21/1/2021,23, Cota
21/1/2021,23, Cota
21/1/2021,23, Cota
21/1/2021,23, Pelusa
21/1/2021,23, Pelusa
21/1/2021,23, Pelusa
21/1/2021,23, Nato
21/1/2021,23, Nato
21/1/2021,23, Diego
21/1/2021,23, Diego
22/1/2021,00, Cota
22/1/2021,00, Cota
22/1/2021,00, Cota
22/1/2021,00, Cota
22/1/2021,01, Nato
22/1/2021,01, Diego
22/1/2021,01, Pelusa
22/1/2021,01, Pelusa
22/1/2021,20, Cota
22/1/2021,20, Diego
22/1/2021,20, Nato
22/1/2021,20, Nato
22/1/2021,20, Nato
22/1/2021,20, Cota
22/1/2021,20, Cota
22/1/2021,20, Cota
22/1/2021,20, Cota
22/1/2021,23, Nato
22/1/2021,23, Nato
23/1/2021,15, Diego
23/1/2021,16, Cota
23/1/2021,16, Pelusa
23/1/2021,16, Pelusa
24/1/2021,15, Pelusa
24/1/2021,16, Diego
24/1/2021,17, Cota
24/1/2021,19, Nato
24/1/2021,19, Nato
24/1/2021,19, Diego
24/1/2021,19, Diego
24/1/2021,19, Nato
24/1/2021,19, Cota
24/1/2021,19, Cota
24/1/2021,19, Nato
24/1/2021,19, Diego
24/1/2021,19, Pelusa
25/1/2021,18, Pelusa
25/1/2021,18, Pelusa
25/1/2021,18, Pelusa
25/1/2021,18, Diego
25/1/2021,18, Pelusa
25/1/2021,18, Pelusa
25/1/2021,18, Diego
25/1/2021,18, Nato
25/1/2021,18, Cota
25/1/2021,18, Pelusa
25/1/2021,18, Pelusa
25/1/2021,18, Cota
25/1/2021,18, Cota
25/1/2021,18, Cota
25/1/2021,18, Pelusa
25/1/2021,18, Cota
25/1/2021,18, Cota
25/1/2021,23, Nato
25/1/2021,23, Cota
25/1/2021,23, Cota
25/1/2021,23, Cota
25/1/2021,23, Cota
25/1/2021,23, Nato
25/1/2021,23, Cota
25/1/2021,23, Cota
25/1/2021,23, Diego
25/1/2021,23, Diego
25/1/2021,23, Diego
25/1/2021,23, Cota
25/1/2021,23, Cota
25/1/2021,23, Nato
25/1/2021,23, Cota
25/1/2021,23, Diego
25/1/2021,23, Nato
25/1/2021,23, Cota
25/1/2021,23, Cota
25/1/2021,23, Nato
25/1/2021,23, Cota
25/1/2021,23, Cota
25/1/2021,23, Cota
25/1/2021,23, Cota
25/1/2021,23, Nato
25/1/2021,23, Nato
25/1/2021,23, Diego
25/1/2021,23, Cota
25/1/2021,23, Cota
25/1/2021,23, Diego
25/1/2021,23, Diego
25/1/2021,23, Cota
26/1/2021,10, Diego
26/1/2021,10, Diego
26/1/2021,11, Nato
26/1/2021,11, Nato
26/1/2021,11, Nato
26/1/2021,11, Nato
26/1/2021,11, Nato
26/1/2021,11, Pelusa
26/1/2021,11, Pelusa
26/1/2021,11, Diego
26/1/2021,11, Diego
26/1/2021,11, Diego
26/1/2021,11, Diego
26/1/2021,11, Nato
26/1/2021,11, Nato
26/1/2021,11, Nato
26/1/2021,11, Nato
